,trade_date,market,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36
2870,2022-02-07T00:00:00.000,TTF,77.895,76.78029999999994,76.20650000000003,76.56099999999999,76.10150000000003,75.9267,75.93249999999995,76.30699999999997,77.03850000000006,77.65569999999998,77.36819999999994,77.35300000000002,73.58390000000004,48.73109999999998,45.11030000000003,44.567500000000024,44.10879999999998,44.241899999999994,44.78770000000001,45.56259999999998,45.92999999999999,46.29739999999999,46.4916,46.03580000000002,44.24199999999998,34.385,32.6988,32.115800000000014,31.451900000000016,31.642299999999985,32.13099999999998,32.756200000000014,33.255,33.753799999999984,33.85529999999997,33.68859999999998
270,2022-01-24T00:00:00.000,JKM,77.83645465680614,73.92555094789314,74.000760634603,73.32944454211865,74.45758984276662,74.14087349539952,74.43892669828676,74.96038052614183,75.65537374222004,77.9952306620825,80.33508758194499,79.97018132420453,79.97018132420453,73.43557376669813,39.63327646093723,37.315425338297274,37.04940589086052,37.61932818348417,37.999276378566606,38.37922457364903,38.39983759889544,40.33774052645297,41.51268296549819,43.372033553603195,43.372033553603195,38.36780384344493,29.917020601208296,28.167141890425437,27.96658272586579,28.110038239404982,28.68358173916651,29.257125238928037,28.709765852317346,29.97412425222875,30.84739228124885,32.36439951762636
220,2021-11-15T00:00:00.000,JKM,77.75238955328358,93.47281804219882,88.7991771400889,76.33613473446238,52.79797964565413,41.87582248290508,41.28666047827546,41.71153692392182,41.71153692392182,42.34035406347843,42.23555120688566,44.09566028592542,45.380486657560006,45.913564971364295,45.913564971364295,42.16190595630695,32.08383666557533,30.207299030637255,29.992028298176436,28.813421037953432,29.401450038728,29.989479039502555,29.82717623726565,31.33237185870881,32.24528971492095,33.94026348208616,33.94026348208616,31.166953295870496,25.049015729526705,23.584041744938055,23.4157906724621,23.275014943471277,23.750026809703904,24.22503867593653,24.74282143769756,25.832771146262353
500,2022-12-20T00:00:00.000,JKM,77.75216904816244,106.87009216939222,95.42665051301371,93.71835105385273,90.3645595045451,95.39524682850656,97.04287314963915,98.02309495245953,99.0033167552799,98.69568260316612,99.70273473838095,103.73124816938113,104.92885664262481,100.15946016936849,81.08126449606155,73.13186385377989,68.85486495799012,68.36399183122782,69.41586281714703,70.11680525095232,70.81805257489847,71.13086985940662,72.2559144791289,74.36087601153072,68.34752776362213,66.11176836079731,57.1690356396389,54.261298366389184,50.96116748187046,48.34734430439642,49.29585753256879,50.321507966375236,53.95213976357118,54.169221543853645,56.554986895974764,58.202613217107356
499,2022-12-19T00:00:00.000,JKM,77.74215174326537,104.30607108887722,94.41595070441595,92.57184390686935,89.25897678462333,94.22812501207325,96.78237148083117,97.76022374599849,98.73777109932759,94.97119516181218,95.94020498367117,99.81685409478354,103.56879426406445,98.86126039380616,80.03051508909658,72.18421875621516,67.96240944423924,67.47790453330974,68.51612934244437,69.20827921520079,69.900124176119,70.20899986823451,71.31948878302697,73.39715804864909,68.2310367737099,65.99908211794911,57.071873318582455,54.16880770690234,50.87423529494944,48.26510469531216,49.211855952981175,50.23605481755774,53.860236926625035,54.07702924359852,56.458695611924675,58.103390067276266
218,2021-11-11T00:00:00.000,JKM,77.68069458003019,86.87786242648185,83.05750039795578,71.00213577460683,52.08992878450331,41.31424394582065,40.73298293792491,41.10992532473948,41.10992532473948,41.729672942700375,41.65213374301029,43.486756486042474,44.753418740833794,45.374298317914246,45.374298317914246,41.66656622178471,31.707023908307185,29.85259188068264,29.63978356620475,28.47499763217413,29.056258640069874,29.637236658185724,29.47706444276752,30.964458725873676,31.866347154385718,33.54815541627687,33.54815541627687,30.80683341847449,24.759624811987546,23.31156610828622,23.145451107490306,23.006220135784023,23.475700180622894,23.945180225461762,24.457108737284262,25.534450829328613
219,2021-11-12T00:00:00.000,JKM,77.65230817736513,86.2803424192946,82.31993325906468,70.58014896266886,51.906253999447635,41.168453220589974,40.589384824090644,40.954308239568974,40.954308239568974,41.57156629582766,41.364776360389946,43.186564574095705,44.44484314157447,45.281338133488745,45.281338133488745,41.58118443235965,31.641971872025504,29.79132924872378,29.5788815859143,28.41650149738682,28.996701439360507,29.5766184949656,29.416504810344875,30.900809586325337,31.80123689754046,33.535896109721165,33.535896109721165,30.795575857210654,24.750577046856858,23.30304749879283,23.136993200431757,22.997813107086532,23.46712159257378,23.93643007806102,24.448171518836446,25.525119924050394
1567,2022-02-02T00:00:00.000,THE,77.57999999999997,75.48379999999999,74.55780000000003,74.30590000000001,74.1067,74.01130000000006,74.09279999999994,74.55519999999997,75.27680000000005,75.73340000000003,75.4758,75.34899999999998,71.491,47.78770000000001,44.25440000000001,43.7071,43.20499999999999,43.33379999999997,43.861599999999974,44.27669999999997,44.630000000000024,44.98330000000002,44.981700000000025,44.49839999999997,42.730299999999964,33.14110000000002,31.504099999999998,30.918499999999998,30.278699999999986,30.4896,30.91390000000001,31.55060000000001,32.04499999999999,32.51940000000001,32.55259999999999,32.36180000000001
269,2022-01-21T00:00:00.000,JKM,77.54546271684042,62.36550061323245,60.4784120884695,60.41458409424957,62.071336813784114,63.764166225703825,63.764166225703825,63.95565020836359,65.14340592689088,67.15815044009368,69.17289495329649,69.3552210063508,69.3552210063508,63.68812765867662,38.1194657132302,35.889926123826434,35.63433663392839,36.18242484516469,36.547909490328344,36.913394135492,36.55373726371364,38.39836629666944,39.51702127362819,40.58627893332108,40.58627893332108,35.90324674870711,28.98068450602886,27.285912502980707,27.091375877119116,27.230409899311212,27.78599096204289,28.341849537792925,29.132761640083285,30.415981836922104,31.30208090450565,31.95950924497087
268,2022-01-20T00:00:00.000,JKM,77.42823482919412,57.469190507729515,56.22226978793789,56.036617147435585,57.38606245974342,59.21100020653178,59.21100020653178,59.388894229222046,60.93258208032408,62.817094928169155,64.70160777601423,65.24581939682996,65.24581939682996,59.914540585987545,37.7756017528339,35.56605823736314,35.3127947844988,35.85589803134137,36.21805922706751,36.58022042279366,36.61541129644112,38.463070709679016,39.58335970303847,40.16470185195465,40.16470185195465,35.530313176729116,28.679730742193925,27.002483827327552,26.809903849493068,26.94734222216343,27.497372806338184,28.047403390512933,28.830192509048786,30.100111988783233,30.976835801543388,31.994600202386643
266,2022-01-18T00:00:00.000,JKM,77.4212857711653,66.12519794634187,59.223418507628324,58.35065234014748,59.45892683853585,59.63209472890903,59.63209472890903,59.81108106039875,60.52397863148706,62.39585425926502,64.26772988704296,64.78335459741815,64.78335459741815,59.48968145586612,37.68798259219478,35.48390168352492,35.230938029267776,35.77288425897968,36.13418174545429,36.4954792319289,36.02446257011385,37.84230981609536,38.94476587336718,40.16109713534842,40.16109713534842,35.527124388962065,28.67715678304817,27.000060398361974,26.807497704266996,26.944923742067154,27.49490496189238,28.044886181717605,28.82760504620439,30.09741055273286,30.974055680958056,32.39153876439678
267,2022-01-19T00:00:00.000,JKM,77.33084159202073,58.47620809646059,54.214335854693,53.356426507324194,53.356426507324194,55.2936411626731,55.2936411626731,55.459688133131564,57.242755850904864,59.013093300943005,60.78343075098114,61.34051833686933,61.34051833686933,56.32811378862941,37.59690854111007,35.39816990728905,35.145778512192166,35.686538145985274,36.046860071880175,36.40745874272584,35.70701727234182,37.508903646767074,38.60149271238385,39.8803311298649,39.8803311298649,35.278892833509715,28.476778688678174,26.811327574979643,26.620096814001627,26.756532074728344,27.302826607536737,27.848844395394366,28.626220962090805,29.886794212821417,30.757710572876128,31.98756513407192
334,2022-04-26T00:00:00.000,JKM,77.28701515404809,73.07840348354969,70.43701540583103,73.37189104774066,77.7742045106051,80.49131237988502,84.1651897084275,85.83513394867407,85.88561380971491,84.24971412691448,75.25197238394796,71.44690611421213,68.44951762112983,69.21610713879662,64.78209701899956,65.4365742871454,66.09105155529126,65.54340376051091,66.89462050604611,70.27324934501247,71.70693609608533,71.70693609608533,63.4332281739779,59.86559334367255,56.364286702874374,55.96250222749695,56.82330125326903,57.39736292882656,57.97142460438409,55.77760506205664,56.65982868001468,58.31040274102463,59.656043222840204,59.656043222840204,54.781508269192514,50.4722303641766
217,2021-11-10T00:00:00.000,JKM,77.24405495567542,82.30923888719512,80.19874558239525,67.25438664628933,52.289019321507084,41.472037636639456,40.88869728719277,41.15884043020716,41.15884043020716,41.77932546181832,41.55336197865108,43.38358177257353,44.64734516348769,45.11925146644095,45.11925146644095,41.43236036250922,31.52880017995898,29.684791829778504,29.473179701083907,28.314940975409737,28.89293474181759,29.470647109118143,29.31137521438258,30.790408922386334,31.687227877372624,33.35958277209605,33.35958277209605,30.63366961961653,24.620452095580728,23.1805328634926,23.0153515875036,22.876903226708723,23.343744345730457,23.810585464752183,24.31963644986992,25.390922851386332
264,2022-01-14T00:00:00.000,JKM,77.13509765430962,68.66053336991887,55.308263844316905,54.89971807425508,56.13915760640212,57.85339357402643,57.85339357402643,58.02730157074195,61.25646942086583,62.41447584343973,64.23250452021489,65.21246227948484,65.21246227948484,59.883700424570215,37.61381528961181,35.41374110894099,35.16143649148388,35.70248359237658,36.06299763001223,36.42351166764787,36.62944081931417,38.477834384404744,39.5988508521217,39.443161788395436,39.443161788395436,34.892017118794456,28.62249581498069,26.948562335484095,26.756435405779342,26.893629492077135,27.442405837268304,27.991182182459468,29.36588348982969,30.659151687626782,31.55243149297819,32.60388476200895
265,2022-01-17T00:00:00.000,JKM,77.08526475454839,54.0145826823912,53.87664963161902,53.462850479302425,55.53184624088534,57.0747653468231,57.0747653468231,57.24607819588217,58.5277521036574,61.27124048351633,63.100232736755636,63.447548158600014,63.447548158600014,58.26319651227633,37.198336864448386,35.02285678766935,34.77319796577168,35.308102336666245,35.66479720596313,36.021492075260035,36.212943149731835,38.040280206361864,39.14843433626567,39.311747068379944,39.311747068379944,34.775680760685574,28.527037694603635,26.85859951246318,26.667148437991372,26.80397802435739,27.351020503719912,27.89806298308243,29.26801404335187,30.55713633586879,31.44735624555253,32.09177945876022
333,2022-04-25T00:00:00.000,JKM,77.03637575234772,67.5757682038138,68.7459113761742,70.20859034162471,74.59662723797626,77.12823199137802,80.64860772542431,82.24877851362717,81.69500825730762,80.13901037386135,71.5805832112173,74.96200444354581,71.8172446678272,72.62171809882497,68.06693580041208,68.75439491417383,69.44185402793556,70.09011334542322,71.53524016328834,75.14805720795111,75.30953696573684,75.30953696573684,66.62005376778842,62.873255329890384,59.19608041074779,58.77395126131878,59.67817939776028,60.281095667318986,60.884011936877684,58.58000003050003,59.506460887216384,61.24002799706834,62.01349263399857,62.01349263399857,56.9464801618849,52.46687956229615
2776,2021-09-27T00:00:00.000,TTF,77.02500000000005,77.73129999999996,77.8624,77.54289999999996,77.12619999999997,72.7503,44.894700000000036,39.1652,38.773699999999984,38.79099999999997,38.558999999999976,38.674999999999976,39.5386,40.26039999999998,40.506200000000014,40.5223,40.1853,38.294200000000025,28.19600000000002,25.943499999999982,25.379099999999998,24.942800000000005,25.29840000000001,25.977399999999992,26.28049999999999,27.17269999999999,27.66369999999998,27.6866,27.6866,26.881899999999984,21.850800000000007,20.474699999999988,20.237000000000005,19.9837,20.268599999999996,20.812599999999986
2867,2022-02-02T00:00:00.000,TTF,76.94999999999999,74.78379999999999,73.85779999999997,73.6059,73.4567,73.36130000000001,73.4428,73.75520000000004,74.47679999999995,74.93339999999995,74.8504,74.79899999999999,71.0126,47.19000000000003,43.704400000000014,43.200900000000026,42.65499999999998,42.78379999999999,43.3116,43.80670000000001,44.16,44.51330000000001,44.716799999999985,44.27839999999999,42.55310000000001,32.70799999999998,31.10410000000001,30.549499999999988,29.878699999999988,30.059600000000017,30.52390000000002,31.150600000000026,31.625,32.09940000000003,32.15009999999998,31.99180000000001
1475,2021-09-27T00:00:00.000,THE,76.86999999999995,77.57629999999999,77.70740000000004,77.71300000000001,77.21839999999999,72.55410000000002,45.15470000000003,39.4152,39.033699999999975,39.051,38.81899999999998,38.934999999999974,39.84310000000003,40.5259,40.61030000000003,40.68849999999998,40.270300000000006,38.3025,28.370999999999988,26.11850000000001,25.554099999999988,25.117799999999992,25.473399999999998,26.152399999999982,26.458300000000005,27.32500000000001,27.70630000000002,27.867200000000018,27.8116,26.982899999999983,22.000800000000016,20.61469999999998,20.397000000000002,20.143700000000003,20.428599999999996,20.97260000000001
1574,2022-02-11T00:00:00.000,THE,76.85999999999999,76.249,75.77430000000003,75.75669999999995,75.5374,75.3651,75.37079999999997,75.86190000000002,76.62039999999999,77.26639999999999,76.7934,76.70170000000003,72.91440000000006,50.55009999999999,46.79050000000001,46.18830000000002,46.0555,46.19280000000001,46.75549999999999,47.33999999999999,47.71749999999998,48.09500000000002,48.127899999999975,47.61120000000003,45.72090000000002,36.84680000000002,35.02819999999998,34.3777,33.78499999999998,34.01670000000001,34.49429999999998,35.254699999999985,35.80499999999998,36.33529999999998,36.22000000000002,36.00760000000002
279,2022-02-04T00:00:00.000,JKM,76.81408492873152,76.82512143518682,75.93116441230933,76.28985087210584,76.20707707369127,75.90219358286423,76.5119605645183,76.35938086277409,77.13855821851669,80.25526764148705,80.03067473512216,80.03067473512216,73.49126874770884,47.06573360385374,44.31322889390753,43.99730889662521,44.67412265499511,45.125515769015955,45.57663297037542,45.55428404480349,47.853188339437786,49.24709910473935,49.268896204988515,49.268896204988515,43.583991729875066,33.706870277724455,31.735474312150505,31.50922592981732,31.67063483672575,32.31709820234363,32.96356156796151,33.56201613049893,35.04035617018336,36.06095710463514,35.34275644705796,35.34275644705796
1555,2022-01-17T00:00:00.000,THE,76.80999999999996,75.77,64.79680000000003,63.59670000000004,63.354599999999955,63.17499999999997,63.162499999999966,63.37969999999997,64.02209999999997,64.82089999999995,65.3351,65.21520000000004,64.961,60.68740000000002,39.99609999999999,36.909900000000015,36.1938,35.72760000000002,35.83379999999998,36.269199999999984,36.70759999999998,37,37.29240000000002,37.7087,37.67100000000003,36.54539999999998,28.66660000000001,27.25080000000002,26.744400000000006,26.14599999999999,26.26199999999998,26.652399999999982,27.80050000000002,28.36000000000001,28.919499999999978,29.07330000000001
1802,2023-01-02T00:00:00.000,THE,76.75,79.28969999999998,82.65749999999998,82.25169999999997,82.57380000000008,83.47749999999998,83.72499999999995,84.23379999999999,86.63200000000005,88.42479999999996,88.69700000000007,88.71099999999994,87.86790000000002,83.5598,83.51299999999996,76.721,76.14560000000002,75.8876,76.03400000000006,77.30770000000001,78.84490000000004,79.67959999999995,80.2775,79.13869999999999,76.20000000000002,73.26130000000006,64.84110000000004,62.138500000000015,57.31469999999997,56.91609999999997,58.02999999999998,59.18180000000002,62.28410000000003,62.29459999999996,61.95039999999996,60.296599999999955
211,2021-11-02T00:00:00.000,JKM,76.58499144133691,80.9332235561381,74.76153926416222,64.80268506574663,48.71731208312824,41.28969003773529,41.0711563075785,39.70609195463511,39.70609195463511,40.30474533095677,40.61557379438901,42.40452064574947,43.63969909745719,46.27584988344342,46.27584988344342,42.49457113019148,31.709552829963656,29.8549617002249,29.64203859215174,28.477273447593383,29.058533895455835,29.63951381221411,28.64250626795583,30.087802516694904,30.964462217259655,33.43538018288345,33.43538018288345,30.7032877592674,24.67635751704879,23.233305517143158,23.06779216567653,22.928929269107076,23.396855150880516,23.86478103265396,24.375067111158693,25.448659646858314
1566,2022-02-01T00:00:00.000,THE,76.55000000000001,73.46759999999996,72.4955,72.28780000000005,72.04379999999998,71.88699999999999,71.98720000000002,72.5001,73.29600000000002,73.76990000000004,73.5862,73.40550000000003,69.1848,46.73109999999998,43.65270000000002,43.11010000000002,42.36010000000002,42.48630000000002,43.00369999999999,43.61699999999998,43.965,44.313000000000024,44.32330000000001,43.84699999999999,42.104700000000015,32.76170000000001,31.142900000000026,30.563899999999993,29.91679999999999,30.125599999999984,30.544499999999978,31.279800000000016,31.76999999999999,32.24030000000002,32.323999999999984,32.1345
212,2021-11-03T00:00:00.000,JKM,76.49772759514416,89.94787750198267,83.08269682036718,72.71487293384581,52.17677423755977,44.221570990577554,43.98759442448985,42.79753636919103,42.79753636919103,43.442583141806494,43.93883763107756,45.87397794892396,47.21058659591603,47.554686264365984,47.554686264365984,43.66899399857161,32.58579026388026,30.680072148955084,30.46150721296896,29.264443871260326,29.861574484832683,30.458705098405034,29.434252013834165,30.91937273271425,31.82025256501604,33.57605755077126,33.57605755077126,30.832507181232586,24.78021993461164,23.330966282149788,23.16452067705266,23.025255583225604,23.495170195595776,23.965084807965944,24.477311350251384,25.555565034449604
477,2022-11-17T00:00:00.000,JKM,76.44941668870409,82.77058430886287,84.46733501217538,84.9917852295629,84.68266810143214,83.81855924325426,90.73143010867729,94.77864328626944,92.92023851595043,91.06183374563142,90.94059319537655,92.81565697260079,97.50331641566144,96.8856991596557,92.48185983424005,74.8661940324496,73.12841281212971,68.85167553939857,68.36085183594943,69.41252877187532,70.11374956253519,70.81466185306721,73.39125492107921,74.55183240214497,76.72367330238498,77.30550454355722,74.77703749549373,64.66224380285605,61.37332393958066,57.640472392293134,54.684115666867,55.75707911161626,56.917348092554136,61.02379329469827,61.269050896358905,63.96750151488155
328,2022-04-14T00:00:00.000,JKM,76.43436922088506,67.84587911210558,72.97168970085332,73.97595383658759,75.2762727175383,80.63863685270901,84.31929393515013,85.99229349537335,78.0484480818152,76.56178886122822,68.38516314799988,72.87329503553137,68.6115579531654,68.1221968743076,65.0284247867956,65.68525997152584,66.34209515625608,66.96119787345874,68.34191593521825,71.79356596474193,68.85072374734027,68.85072374734027,60.9062978342817,57.48077028227712,54.11909767531923,53.733355757287185,54.55998704589158,55.11117132154459,55.66206534744737,53.55601315990753,54.40296193102678,55.98772556718547,56.295970801910855,56.295970801910855,51.695802510797435,47.62940351032429
2874,2022-02-11T00:00:00.000,TTF,76.40000000000005,75.67399999999999,75.19930000000002,75.18170000000005,75.01240000000003,74.84009999999995,74.84580000000004,75.13689999999998,75.89539999999994,76.54140000000002,76.24170000000002,76.22669999999997,72.51240000000003,49.91959999999997,46.21049999999999,45.65450000000001,45.475500000000004,45.61280000000003,46.175500000000035,46.81500000000003,47.19250000000003,47.56999999999999,47.80490000000002,47.33619999999998,45.491700000000016,36.335000000000015,34.55319999999998,33.937099999999994,33.309999999999974,33.51170000000001,34.02930000000001,34.82469999999999,35.35500000000001,35.88530000000001,35.78380000000001,35.60760000000002
332,2022-04-22T00:00:00.000,JKM,76.23318617015015,73.38464606263031,72.80567449606121,73.38464606263031,78.0164185951829,79.04496158319286,82.65282290026806,84.29275986257497,84.08346164126024,82.48202628813019,73.67326338856498,77.1534614752117,73.91701041809057,74.74493975828435,70.05700698377454,70.76451023812196,71.47201349246936,72.1392782229402,73.62665617745617,77.34510106374606,77.28459853503959,77.28459853503959,68.3672784667427,64.52203880737417,60.748302136476944,60.315520890466566,61.24332282589351,61.86195394477256,62.480585063651624,60.1163546715668,61.06702598387322,62.846205607939986,63.717268329843165,63.717268329843165,58.51086651747075,53.908332049029895
1571,2022-02-08T00:00:00.000,THE,76.23,75.27479999999997,74.56989999999998,74.54019999999996,74.26790000000001,74.09859999999999,74.10429999999998,74.64380000000001,75.38979999999997,76.0251,75.52019999999997,75.43000000000005,71.70720000000001,48.447799999999994,44.84339999999998,44.26610000000003,43.82870000000002,43.95939999999998,44.494999999999976,45.209100000000014,45.57000000000001,45.9309,45.9622,45.46820000000002,43.66080000000003,34.58249999999999,32.87710000000001,32.26710000000002,31.62959999999999,31.848200000000013,32.29229999999998,32.92520000000001,33.440000000000026,33.93489999999998,34.020300000000006,33.82090000000002
1558,2022-01-20T00:00:00.000,THE,76.21499999999999,75.68000000000002,66.7318,65.04960000000004,64.74119999999998,64.59359999999997,64.58079999999997,64.80279999999998,65.17900000000003,66.15519999999997,66.55199999999996,66.58349999999999,66.3242,61.96370000000001,40.5221,37.3944,36.66859999999998,36.3687,36.476900000000015,36.9203,37.45659999999999,37.75500000000001,38.0534,37.915899999999986,37.8781,36.74620000000002,28.97900000000001,27.54750000000001,27.035499999999992,26.443300000000015,26.561100000000007,26.956099999999996,27.817699999999977,28.37750000000002,28.937400000000018,29.116300000000017
329,2022-04-19T00:00:00.000,JKM,76.21154187967453,72.3508979642995,75.53433747472869,76.18549555640739,77.27075902587188,80.40355290772605,84.07347985606718,85.74160215953206,79.52463419925573,78.00989579947516,69.678834600682,74.25199015920944,69.90919985980034,69.41084687462224,66.25837354852179,66.92776405648748,67.59715456445318,68.22805439470186,69.6348452547197,73.15167770296839,68.98455538381658,68.98455538381658,61.024798993376216,57.59247239394985,54.22439339191577,53.83775019319456,54.666023273089856,55.218205326353385,55.77038737961692,53.66005638779423,54.5088771227114,56.09654522763999,56.84204888026414,56.84204888026414,52.19741063454796,48.09135247327803
2855,2022-01-17T00:00:00.000,TTF,76.15000000000005,74.90000000000005,64.04680000000003,62.84670000000004,62.604599999999955,62.474999999999966,62.462500000000034,62.679699999999976,63.197100000000034,63.995899999999956,64.51009999999998,64.57500000000003,64.38599999999998,60.173099999999984,39.41620000000001,36.36990000000001,35.690000000000026,35.18759999999998,35.293800000000005,35.7292,36.257600000000004,36.54999999999998,36.8424,37.471,37.471,36.381899999999995,28.288000000000007,26.9008,26.4212,25.76599999999999,25.92200000000002,26.32240000000001,27.415499999999984,27.975000000000016,28.534499999999987,28.70929999999999
472,2022-11-10T00:00:00.000,JKM,75.98029566179791,85.03672218950913,90.90778490402538,88.62806374360152,84.48022039390978,82.60678926495324,88.39790559356967,96.89876719739131,94.99879136999148,93.09881554259164,91.84590577606828,93.73963579206969,98.47396083207322,97.20855944275301,92.78996016893971,75.11587536425637,73.42076215072477,69.12676681430997,68.63397229497451,69.68982671187767,70.39372965647978,71.09763260108188,72.77713128611744,73.92823432684652,76.08179009702226,78.40897942407413,75.84413697331232,65.58507946083505,62.249191592938104,58.462980723214976,55.46467896140272,56.55269930700775,57.72941017447037,61.894429505507766,62.143325089734866,64.8805519350931
1801,2022-12-30T00:00:00.000,THE,75.95960387096773,76.75,79.28969999999998,82.65749999999998,82.25169999999997,82.57380000000008,83.47749999999998,83.72499999999995,84.23379999999999,86.63200000000005,88.42479999999996,88.69700000000007,88.71099999999994,87.86790000000002,83.5598,83.51299999999996,76.721,76.14560000000002,75.8876,76.03400000000006,77.30770000000001,78.84490000000004,79.67959999999995,80.2775,79.13869999999999,76.20000000000002,73.26130000000006,64.84110000000004,62.138500000000015,57.31469999999997,56.91609999999997,58.02999999999998,59.18180000000002,62.28410000000003,62.29459999999996,61.95039999999996
1572,2022-02-09T00:00:00.000,THE,75.94999999999999,74.76469999999998,73.88500000000003,73.00530000000002,73.32400000000003,73.15680000000002,73.16239999999999,73.62830000000001,74.36429999999999,74.9911,74.4973,74.40840000000001,70.73499999999997,48.42139999999997,44.81899999999998,44.241899999999994,43.95299999999998,44.08400000000004,44.62120000000002,45.18429999999997,45.545,45.90570000000002,46.008199999999995,45.5136,43.704400000000014,34.7387,33.02549999999999,32.41269999999998,31.778199999999977,31.997700000000005,32.444200000000016,33.181299999999986,33.70000000000002,34.19879999999999,34.08130000000003,33.88149999999999
3102,2023-01-02T00:00:00.000,TTF,75.90000000000005,78.2419,80.99250000000002,80.58750000000005,81.41100000000004,82.17749999999995,82.42500000000003,82.93379999999998,83.51569999999997,85.2114,85.64910000000005,86.33599999999994,85.49290000000002,81.1848,81.15659999999998,73.521,72.19170000000003,72.6876,72.83400000000002,74.10770000000001,73.97780000000006,74.72499999999995,75.47229999999995,74.61369999999994,71.67499999999997,68.73630000000001,64.14650000000005,59.43849999999998,52.9454,55.3777,55.34999999999997,55.321400000000025,58.065299999999986,58.007299999999994,57.77919999999996,56.121599999999965
2866,2022-02-01T00:00:00.000,TTF,75.90000000000005,72.73260000000002,71.76050000000002,71.55279999999998,71.35879999999999,71.20200000000003,71.30220000000003,71.67509999999997,72.471,72.94489999999998,72.93769999999996,72.83050000000001,68.67910000000003,46.13439999999999,43.10269999999999,42.6033,41.81009999999999,41.93630000000001,42.45370000000002,43.15200000000002,43.5,43.84799999999998,44.064000000000014,43.63199999999999,41.93190000000002,32.34400000000002,30.757899999999978,30.209500000000016,29.531799999999983,29.7106,30.169499999999978,30.879800000000017,31.350000000000016,31.820299999999982,31.921799999999987,31.7645
1552,2022-01-12T00:00:00.000,THE,75.84999999999995,74.72499999999995,65.88730000000004,64.54009999999995,64.3605,64.02430000000003,64.0117,64.19280000000002,64.82590000000003,65.60220000000002,66.18650000000001,65.97119999999997,65.71419999999996,61.3922,40.324699999999986,37.21360000000002,36.491700000000016,36.0855,36.19280000000001,36.63250000000002,37.01500000000001,37.309999999999974,37.60500000000001,38.022199999999984,37.98429999999999,36.84879999999999,28.97900000000001,27.54750000000001,27.035499999999992,26.443300000000015,26.561100000000007,26.956099999999996,28.048300000000015,28.612499999999986,29.176799999999986,29.3537
2871,2022-02-08T00:00:00.000,TTF,75.66499999999998,74.67479999999999,73.96990000000004,73.9402,73.71790000000006,73.54860000000004,73.55429999999998,73.89380000000001,74.63979999999997,75.2751,74.94480000000003,74.93000000000005,71.2789,47.85950000000002,44.3034,43.77040000000002,43.2887,43.4194,43.955,44.75410000000003,45.115,45.47589999999999,45.7113,45.26320000000001,43.499499999999976,34.072999999999986,32.40210000000001,31.82439999999999,31.154599999999984,31.343200000000017,31.827300000000015,32.49519999999998,32.99,33.48490000000001,33.58640000000001,33.42089999999999
331,2022-04-21T00:00:00.000,JKM,75.61711038862651,76.0937732702439,78.10379746983524,80.40096798365393,83.99029691149563,82.07388241034239,85.8199932257522,87.52277086912031,87.10009149457767,85.44124723728635,76.31631166377008,79.9217207852085,76.56871327397592,77.42641931457295,72.57020084836027,73.30328538858265,74.03636992880504,74.727243960836,76.2680710829799,80.1201388883396,78.02913942813615,78.02913942813615,69.02566674553803,65.14344857718446,61.33359128001618,60.89626744344794,61.833225866771734,62.4577691002162,63.08231233366065,60.69526502348881,61.65519515195079,63.45129534744278,64.58380041075539,64.58380041075539,59.306625447885416,54.64135928063389
330,2022-04-20T00:00:00.000,JKM,75.58916132482476,73.19524621337555,72.47764576030323,74.63044711952017,78.21844938488171,78.30800592142513,81.88223025808769,83.50687768384341,80.48176121387178,78.94867960592809,70.5171613225097,73.84854966585257,70.7505249898488,71.54304293022186,67.05574377707009,67.73315860477035,68.41057343247061,69.04895079552374,70.4726700944192,74.03196834165784,72.86859448713702,72.86859448713702,64.46061349857939,60.83529600965809,57.27714592314435,56.86897478543682,57.743873257822585,58.32713890607975,58.91040455433692,56.68125050691311,57.577676992891035,59.255139811992855,59.31226080805742,59.31226080805742,54.465874388188276,50.181512643165355
2858,2022-01-20T00:00:00.000,TTF,75.56500000000004,74.78999999999998,65.92679999999997,64.2446,63.936200000000035,63.83860000000003,63.82580000000003,64.04780000000004,64.29899999999999,65.27520000000003,65.67200000000001,65.88699999999996,65.69419999999997,61.39570000000002,39.946699999999986,36.85940000000003,36.17039999999998,35.8337,35.94190000000001,36.385300000000015,37.00660000000001,37.30499999999998,37.603399999999986,37.67809999999999,37.678099999999986,36.58299999999999,28.600000000000016,27.197499999999994,26.712599999999988,26.06330000000002,26.221099999999986,26.626099999999987,27.432699999999986,27.992499999999986,28.55240000000001,28.75220000000001
5,2021-01-11T00:00:00.000,JKM,75.5325921480514,34.92790218390811,20.337272884255555,18.65195476569898,17.818770401725757,17.8066727681724,18.060535720060805,18.53199548785356,18.543905768674893,20.099201091208915,21.175944006809395,21.972755176094548,22.165112902528072,19.98494268935213,16.657986403475878,15.666810157056972,15.634826369233393,15.531140014397794,15.854296712457948,16.99816543547394,16.51760567784017,17.24512310095357,17.74749606952978,19.25547144489051,19.25547144489051,17.68205643670246,15.994195673925603,15.021406759920756,14.250985561174556,14.499254695778331,14.80094612368409,15.868803166851572,15.547841172223663,16.23261540776028,16.70549370338119,17.443235232727737
