,trade_date,market,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36
3326,2023-11-16T00:00:00.000,TTF,45.72499999999999,47.138099999999966,47.65930000000002,47.346,46.39529999999999,46.11819999999997,46.05120000000002,46.10059999999999,46.21620000000001,46.47760000000001,47.215200000000024,49.757399999999976,51.12760000000002,51.32020000000004,50.96710000000001,49.07649999999997,43.8472,41.55269999999998,40.91840000000001,40.91159999999999,41.200000000000024,41.498000000000026,42.20759999999998,42.9375,43.66740000000002,44.13910000000002,43.493100000000005,41.59699999999999,36.18079999999999,34.814899999999994,34.08630000000002,33.94439999999999,33.658199999999994,34.11000000000001,34.789999999999985,35.85500000000001
1027,2025-01-23T00:00:00.000,JKM,45.72210437717841,41.54393643690894,42.03289646603751,43.10363808524373,43.67763464117727,44.30912068002121,44.33666772391578,44.45464093363816,43.345572992491675,41.9194146221675,41.95265072947508,41.967621948982995,41.3214641150213,40.127359647069845,37.53763809659037,36.70044750170765,36.38185995057918,36.216577687211775,36.351019238392865,36.70463944316986,36.50372567737362,36.13184058479696,36.02195183360885,35.972546809232725,35.58239682885641,34.203248087787095,30.712857971711337,29.66607030371778,29.317240889183317,29.348381025759785,29.340895416005825,29.41036187452256,29.9038132695035,30.010108928009718,30.111913220663546,31.54406007879089
1042,2025-02-13T00:00:00.000,JKM,45.71246723134354,44.884005988193685,45.64054828137282,45.78714317321338,45.80875443229361,46.40542084039771,46.33602172173264,45.94879776273947,45.73093611256025,45.863923915350284,45.799979490335105,45.44927826273678,43.877348204123,37.47961509937052,36.33999915758398,35.88509549422842,35.690386646987015,35.75465716781822,36.03628537256752,36.715483667200246,36.34097744503205,36.2314092508475,36.329712316842084,35.939405270133754,34.5350291708087,30.180671739420323,29.141196858227794,28.794082684605748,28.704851011311504,28.695542458017687,28.76956620825547,29.587029128883007,29.69158730553045,29.88534751039796,31.177872744826274,31.137436863639113
1855,2023-03-16T00:00:00.000,THE,45.67,46.11999999999997,46.42730000000004,46.433600000000006,46.85059999999999,48.2237,50.20049999999998,53.86359999999998,55.12920000000002,55.354599999999955,55.300500000000035,54.056000000000026,51.74440000000003,51.12030000000002,51.10200000000001,50.992199999999976,51.795800000000035,52.08709999999998,52.459699999999955,56.07639999999997,55.99900000000002,54.09879999999999,52.72849999999996,49.58680000000002,41.86950000000001,41.15450000000001,40.1984,40.044300000000014,40.025000000000006,40.00500000000002,43.732700000000015,44.10809999999999,43.40619999999998,43.20499999999999,42.3909,39.86130000000002
2755,2021-08-26T00:00:00.000,TTF,45.640000000000015,46.02579999999997,46.2337,46.30449999999998,45.91129999999999,45.30269999999998,41.67419999999999,30.537000000000013,27.370199999999986,26.947999999999986,27.020800000000005,27.225000000000016,27.43600000000001,27.667900000000007,28.231400000000004,28.627600000000022,28.743900000000025,28.74390000000002,27.672900000000016,22.245600000000003,20.468399999999985,20.0231,19.878100000000007,20.161500000000004,20.702700000000004,21.156899999999993,21.720000000000017,22.090199999999992,22.428800000000013,22.4511,22.01520000000001,18.699799999999993,17.205899999999993,16.831599999999995,16.816799999999997,17.056500000000014
3168,2023-04-04T00:00:00.000,TTF,45.59999999999999,46,46.50520000000004,47.362000000000016,48.977200000000025,52.497000000000014,58.42499999999997,60.12400000000002,60.82279999999997,60.82279999999998,59.58169999999997,56.0978,55.45810000000004,55.32459999999997,55.04700000000002,55.51939999999997,56.17799999999996,56.88580000000001,58.69080000000003,59.11339999999997,58.63809999999995,57.67129999999998,54.39270000000004,45.36449999999999,44.564000000000014,43.49360000000001,43.6968,43.674999999999976,43.652399999999965,44.9085,46.5124,46.992799999999995,46.88869999999998,45.982600000000026,43.167300000000004,32.850000000000016
1846,2023-03-03T00:00:00.000,THE,45.59560000000002,45.79580000000002,46.05359999999998,46.18069999999997,46.4783,47.71720000000003,50.06369999999998,53.883900000000025,55.30569999999996,55.3696,55.26150000000001,53.72540000000002,50.9278,50.67689999999999,50.864499999999985,50.35590000000001,51.148300000000006,51.435600000000015,51.65550000000002,54.52099999999997,55.84030000000002,53.06400000000002,51.652800000000006,49.217300000000016,41.74990000000002,42.294300000000014,42.5906,41.45759999999998,41.4375,41.41679999999999,45.561099999999975,45.49780000000001,45.34750000000001,44.0541,43.22600000000001,40.65300000000001
2300,2024-12-11T00:00:00.000,THE,45.5616,45.70370000000002,45.56559999999998,45.292899999999996,44.72499999999999,44.35639999999998,44.23769999999998,44.08690000000001,44.06320000000003,43.9137,43.132299999999994,42.77179999999999,42.85159999999998,41.782699999999984,39.40020000000002,36.84969999999999,36.194600000000015,35.63080000000001,35.375,35.375,35.375,36.1081,36.27999999999998,36.451900000000016,36.03179999999998,35.37829999999999,34.133100000000006,30.395499999999977,29.71519999999999,29.368399999999983,28.90750000000002,29.011099999999978,29.160600000000013,29.755,30.617600000000014,31.06200000000001
2354,2025-02-28T00:00:00.000,THE,45.54999999999998,45.40300000000001,45.40270000000002,45.4466,45.40930000000002,45.42889999999997,45.80550000000001,45.97360000000001,45.24479999999996,45.194400000000016,44.95250000000002,44.37169999999999,42.64200000000003,37.65999999999998,36.226700000000015,35.705900000000014,35.460000000000015,35.43409999999997,35.831800000000015,36.642599999999995,36.807400000000015,37.024800000000006,36.7237,36.27229999999998,34.81269999999998,31.739500000000014,30.612799999999996,30.2056,30.17899999999998,30.121099999999984,30.149999999999984,31.2088,31.424999999999986,31.641799999999993,31.67640000000003,31.5856
3609,2024-12-24T00:00:00.000,TTF,45.549999999999976,45.799999999999976,45.7346,45.657,45.575000000000024,45.49300000000001,45.242799999999995,45.09369999999998,45.18900000000001,44.19360000000004,43.00559999999998,42.39450000000002,41.97379999999999,41.35879999999998,39.70219999999997,36.60540000000002,35.9737,35.72519999999999,35.39120000000002,35.3292,35.4823,35.38959999999998,35.38959999999998,35.49469999999999,35.18100000000001,34.69759999999999,33.71309999999997,29.8605,29.040799999999994,28.93150000000002,28.45339999999999,28.4108,28.410300000000003,28.35879999999998,29.082200000000018,29.376200000000015
2018,2023-11-06T00:00:00.000,THE,45.549999999999976,47.48399999999999,47.97780000000002,47.435600000000015,46.7174,46.30449999999998,46.03089999999998,46.279800000000016,46.34850000000004,46.70010000000001,47.90599999999997,50.846,52.10390000000001,51.79950000000002,51.29970000000002,49.27659999999998,43.96599999999998,41.71250000000001,41.0894,41.01649999999997,41.299999999999976,41.593,42.716300000000025,44.11950000000001,44.865600000000015,44.68290000000001,43.8243,41.7464,36.693499999999986,35.342099999999995,34.6214,34.466400000000014,34.18339999999999,34.63009999999998,35.84900000000001,36.53150000000002
755,2023-12-27T00:00:00.000,JKM,45.5493122357098,35.59518170381938,34.40956887140824,33.78412175568089,34.1068228199486,34.61425028849677,35.5427285272953,35.723463929014144,36.08493473245183,38.0582004275588,40.54259952216402,41.95085328319096,44.858583720938896,42.28695271320124,39.15515598877979,35.28416857562497,35.04983971093587,35.631670870097,34.89447568264444,35.12452847316038,35.284738718848054,34.96004215329954,36.37086155883037,37.37117784373797,39.38007749028794,39.067639004035804,37.72951285944867,32.800339624242845,31.154336139188274,30.053104503794128,30.04683292834017,30.872970458594434,31.427434743047346,31.159752499807613,31.509535367171992,31.861598807428727
3599,2024-12-10T00:00:00.000,TTF,45.52500000000001,45.575000000000024,45.370100000000015,44.57259999999999,44.02040000000003,43.937200000000004,43.62719999999998,43.43149999999999,43.36269999999999,42.67650000000001,41.61979999999996,41.24620000000002,41.26839999999999,40.4094,38.216699999999975,35.54700000000002,34.67579999999999,34.33310000000003,34.14999999999999,34.14999999999999,34.149999999999984,34.25289999999998,34.42499999999998,34.59709999999998,34.23090000000001,33.79250000000001,33.158199999999994,28.967999999999986,28.17280000000002,28.06680000000002,27.62760000000002,27.586199999999987,27.58569999999998,27.8075,28.51689999999999,28.80520000000001
1454,2021-08-26T00:00:00.000,THE,45.49,45.83999999999999,46.093699999999984,46.21059999999997,45.983099999999986,45.32799999999998,41.53330000000003,30.706999999999997,27.55020000000001,27.128000000000007,27.20079999999999,27.404999999999983,27.61599999999999,27.793300000000013,28.3297,28.612499999999983,28.871499999999994,28.813899999999993,27.6875,22.4556,20.678400000000007,20.233099999999997,20.08810000000001,20.371500000000005,20.912699999999983,21.309499999999996,21.851800000000015,22.134300000000014,22.5838,22.591099999999994,22.071000000000016,18.869800000000005,17.395899999999994,17.021599999999992,17.0068,17.246500000000008
3619,2025-01-10T00:00:00.000,TTF,45.450000000000024,45.52500000000001,45.59020000000001,45.5879,45.758700000000005,45.720700000000015,45.74129999999999,45.80460000000001,44.776800000000016,43.7527,43.61089999999998,43.535599999999995,43.096399999999996,41.94190000000001,38.85879999999998,37.90660000000002,37.50320000000001,37.362499999999976,37.28779999999998,37.4397,36.99739999999998,36.75789999999998,36.79179999999999,36.67460000000003,36.20849999999999,34.7016,31.414999999999985,30.25599999999998,29.83709999999999,29.829799999999985,29.770200000000017,29.799999999999986,29.84019999999999,29.899999999999984,29.95979999999998,30.65250000000001
3608,2024-12-23T00:00:00.000,TTF,45.450000000000024,45.700000000000024,45.60899999999999,45.4058,45.236000000000026,45.169300000000014,44.93489999999998,44.788999999999994,44.94800000000001,43.67889999999997,42.71419999999998,42.2267,41.69219999999998,41.081300000000034,39.43589999999997,36.26059999999998,35.63480000000001,35.38869999999998,35.22119999999998,35.15949999999999,35.31190000000001,35.007200000000005,34.90179999999999,35.4217,34.93899999999999,34.45889999999998,33.48119999999997,29.71519999999999,28.89940000000001,28.79070000000001,28.33579999999998,28.293300000000013,28.292900000000007,28.24850000000001,28.96910000000002,29.26199999999998
1026,2025-01-22T00:00:00.000,JKM,45.43398568394177,42.412550563675424,43.21082915563651,43.56106678440624,43.873020539151625,44.29474133895122,44.49991897630053,44.65933542048009,43.74500883538267,42.40896145048564,42.21574752376895,41.93430123113673,41.2951399905894,40.104451689878616,37.346218203529745,36.51414212903153,36.19800107556474,36.0547356407392,36.1366870585726,36.43338708226139,36.17048454110972,36.001198035658255,36.092421329231925,35.83759429275728,35.447876418899924,34.073246067212715,30.76976646878252,29.720249953536566,29.370012324766826,29.40201525070907,29.393042467734613,29.463329267701205,30.052542016357386,30.15871994822182,30.260112395833218,31.595262502432803
3617,2025-01-08T00:00:00.000,TTF,45.42999999999999,45.48000000000001,45.438799999999986,45.345700000000015,45.4248,45.346199999999975,45.298500000000026,45.43010000000002,44.41900000000002,43.37120000000002,43.16560000000002,43.151800000000016,42.4859,41.23669999999999,38.23109999999998,37.34920000000002,37.008100000000006,36.78250000000002,36.70889999999999,36.85850000000003,36.6159,36.378799999999984,36.41240000000001,36.347700000000025,36.0267,34.67010000000002,31.12149999999999,29.9733,29.558300000000006,29.524499999999993,29.465500000000013,29.495,29.56079999999998,29.62,29.679200000000012,30.471599999999988
2027,2023-11-17T00:00:00.000,THE,45.424999999999976,46.79060000000002,47.30240000000002,46.92650000000002,46.442,46.24769999999997,45.84099999999998,46.06709999999999,46.18080000000001,46.580200000000026,47.606700000000025,50.40200000000002,51.757399999999976,51.50849999999998,51.10920000000002,49.1975,44.533699999999975,42.25690000000001,41.62750000000003,41.51389999999999,41.799999999999976,42.0957,43.5872,44.53410000000001,44.819799999999994,44.66769999999999,44.1154,42.31580000000001,36.87419999999998,35.51610000000002,34.7917,34.642799999999994,34.3583,34.80740000000002,36.26649999999998,37.3293
1015,2025-01-07T00:00:00.000,JKM,45.41596408748693,43.73332510119608,43.37899064871152,43.42695470319336,43.75520870105342,43.79238084327684,43.811566465069575,44.00342268299691,43.01446383464958,42.4763670984315,42.97699191708565,41.52547971832914,41.6996491911663,40.5727936861837,37.458727448950604,36.67631381021569,36.41251151056559,36.232646306258715,36.29889665651175,36.581285027273545,36.324377560455225,36.154704717725735,36.248534399305825,36.12442740833407,35.86871904287779,34.61595789488039,31.127172482007953,30.066867102618904,29.713731751496404,29.70893534604821,29.702939839237988,29.77518569630125,29.82374930146411,29.931368648707725,30.034491365843667,31.771989239448118
1444,2021-08-12T00:00:00.000,THE,45.414999999999985,45.51700000000003,45.7917,45.7944,45.43869999999999,44.824699999999986,40.6679,31.04240000000001,28.16369999999998,27.72839999999999,27.75840000000002,27.81410000000002,28.12739999999999,28.39340000000001,28.941500000000012,29.23059999999999,29.5009,29.44209999999999,28.29070000000001,22.0486,20.303999999999984,19.86680000000001,19.72730000000001,20.005499999999994,20.53679999999998,20.653299999999987,21.32920000000001,21.626499999999997,22.001700000000017,22.0095,21.50189999999999,18.836599999999986,17.367000000000004,16.993699999999993,16.977700000000013,17.216699999999996
750,2023-12-18T00:00:00.000,JKM,45.41294653353437,36.412106403039346,34.965506471210816,34.47245311824032,34.35180621878114,34.32622326178739,35.730960173080696,35.88910936176934,36.354254034383025,39.912320064457255,42.32932806952608,43.20641649282324,45.880998360351875,43.41340587213632,39.820453991616056,35.82224481508113,35.55653092085057,36.11935597471311,35.35710014246745,35.59606821802273,35.8614913968329,35.88910936176934,36.82753873876743,37.76858455454898,39.978312464884326,39.67015411927777,38.31338525234775,33.316277891374945,31.501050806500075,30.232659427366656,30.394878631940674,31.233301904326826,31.794964096507844,31.52808734059575,31.88479516140636,32.2356886738093
3150,2023-03-09T00:00:00.000,TTF,45.400000000000006,45.625,46.05790000000001,46.27909999999998,46.700499999999984,47.49479999999996,49.558199999999964,53.400699999999986,54.97820000000001,55.282699999999984,55.173199999999966,53.85799999999996,50.525900000000014,49.89959999999998,49.88120000000002,49.76999999999999,50.57639999999998,50.8687,50.69859999999996,53.777599999999964,54.80860000000002,53.10840000000002,52.03089999999998,48.867700000000006,41.46299999999999,40.73129999999999,39.75300000000001,39.8699,39.849999999999994,39.8294,42.93530000000002,42.892399999999974,42.7237,42.776599999999995,41.950000000000024,39.38149999999998
2754,2021-08-25T00:00:00.000,TTF,45.400000000000006,45.75129999999998,45.98090000000001,46.0743,45.6467,44.97619999999999,41.369999999999976,30.418199999999988,27.263699999999982,26.843100000000014,26.981099999999994,27.184999999999977,27.39570000000001,27.643299999999986,28.206300000000017,28.602200000000014,28.718600000000013,28.71860000000001,27.64859999999999,22.325399999999988,20.541899999999984,20.094900000000006,19.951800000000006,20.23620000000001,20.779400000000006,21.2302,21.795200000000012,22.166699999999995,22.5042,22.526599999999995,22.08929999999999,18.699799999999993,17.205899999999993,16.831599999999995,16.816799999999997,17.056500000000014
992,2024-12-02T00:00:00.000,JKM,45.30708816925315,44.96751707294695,44.430134691718266,43.117818446168094,42.72456842546764,42.960340496702074,42.60238214452602,42.80612480230974,42.725754700039886,42.831036568326965,41.75567866858347,42.444014489130815,41.596421307259085,41.377850217322255,40.049519265046726,35.10394057334172,34.339979748813526,34.079295911561864,33.455018917915964,33.95859247383556,34.462166029755146,34.65078368674269,34.87143075718096,35.09474694540679,34.60867093942787,34.23499444916951,33.67833510614179,29.043856921009017,28.335947570019584,28.278709821908578,27.89376372321386,27.899695096075106,27.938249019673194,28.249646094888483,28.973273583960218,29.29089860067982
1853,2023-03-14T00:00:00.000,THE,45.29729999999997,45.73000000000001,46.049099999999974,45.95610000000003,46.368799999999986,47.7276,49.62429999999997,53.277399999999965,54.632900000000014,54.83310000000004,54.77950000000003,53.545800000000035,50.90499999999998,50.29109999999998,50.27299999999999,50.04639999999997,50.83500000000002,51.12089999999997,51.58110000000004,55.13509999999998,55.058399999999956,53.063799999999965,51.71450000000003,48.634399999999985,41.90779999999997,41.192,40.23510000000001,40.30700000000001,40.287499999999994,40.267399999999974,43.823000000000015,44.19910000000002,43.49499999999997,43.09290000000002,42.27999999999998,39.7542
1869,2023-04-05T00:00:00.000,THE,45.289999999999985,45.674999999999976,46.0537,46.79459999999997,48.347099999999976,51.93579999999998,57.87580000000002,59.89660000000002,59.54629999999998,59.579199999999965,58.067,55.69759999999998,55.08189999999997,54.95340000000003,54.69209999999999,54.60410000000001,54.66570000000001,57.63779999999998,58.515599999999964,58.91200000000002,58.86490000000002,57.6458,53.13139999999999,46.60850000000003,45.8134,44.75019999999997,44.497200000000014,44.575000000000024,45.336600000000004,47.34200000000003,49.6805,50.142499999999984,48.93890000000003,47.254799999999996,43.59850000000004,34.600000000000016
1030,2025-01-28T00:00:00.000,JKM,45.25383195724129,41.76787571424739,43.06775939762885,43.422654942849306,43.980047946247126,44.14384589019504,44.494541488134786,44.69673895007781,43.826149878032346,41.845274742706295,41.99257289376567,41.35718086944028,40.75628841206361,39.61120278559996,37.16773345692653,36.36614351877853,36.08054710368987,35.91854913714799,36.04904749908451,36.39644313844655,36.07004723548808,35.6962519275044,35.58165336598773,35.47755467267286,35.08755956803498,33.72197670933376,30.648215292318657,29.59912846084278,29.246632885497014,29.249932844074717,29.239132979638587,29.306632132364374,29.592828539921705,29.69452726336189,29.79292602822437,31.40270582167577
2014,2023-10-31T00:00:00.000,THE,45.25000366666665,48.450000000000024,50.47579999999999,50.974099999999986,50.37390000000003,49.50900000000001,48.89300000000002,48.716899999999974,48.716200000000015,48.716200000000015,49.011500000000005,50.48080000000002,53.33079999999997,54.417099999999955,54.03490000000004,53.51420000000001,51.40630000000004,45.29010000000001,42.9001,42.17819999999999,41.840300000000006,42.15000000000001,42.4701,43.49389999999996,44.92350000000002,45.683999999999976,45.558500000000016,44.68280000000002,42.5634,36.691000000000024,35.342599999999976,35.314899999999994,34.48350000000002,34.43330000000002,34.43269999999998,35.71399999999997
993,2024-12-03T00:00:00.000,JKM,45.20645776865487,45.02521208624416,44.25558319339738,43.07438172320035,42.651869357515345,42.691193461529416,42.425681841945696,42.552524252637696,42.47091934505963,42.125576837627804,41.11911631083163,42.05639006815944,41.158736084800694,40.94141866788083,39.62539169820698,34.80390174213612,34.04550830757908,33.78561441714023,33.18215203899951,33.683903952622636,34.18565586624575,34.41036503204044,34.629752138645244,34.851504604889996,34.320481365722564,33.950598252026325,33.398582446054384,28.767208271044026,28.065583467845634,28.009701846351955,27.623556885131094,27.629765954185945,27.66849871829003,27.959437954003143,28.676733264816164,28.991917436838705
1019,2025-01-13T00:00:00.000,JKM,45.203746521495184,44.16932538749359,44.22325544366982,44.38443623303266,44.696133676356254,44.88625997609616,45.018190565499026,45.14189453616313,44.25189626446397,43.46732058845392,44.07487161678947,43.205287547145716,42.725706143635115,41.551737180657746,38.449387847401724,37.58863977566255,37.26201254277604,37.10144113257903,37.1690822199865,37.45884201334012,37.1081443034032,36.935080620306614,37.03197190767407,36.96585426818118,36.5661015353947,35.14868559566705,31.557309481830004,30.482364633300513,30.125268442122348,30.177979739966908,30.17340939622316,30.24683958570604,30.141416990016925,30.251105239866874,30.356527835555994,32.21879056634177
3655,2025-03-03T00:00:00.000,TTF,45.200000000000024,45.16000000000001,45.21299999999999,45.24199999999998,45.29639999999997,45.3943,45.3786,44.37339999999997,44.26320000000002,43.91229999999998,43.23620000000003,41.65660000000002,36.81399999999999,35.36929999999999,34.84429999999998,34.7641,34.73800000000003,35.138799999999975,35.34439999999998,35.37980000000002,35.4677,35.8076,35.352499999999985,33.8813,30.032199999999992,28.924200000000013,28.52380000000002,28.82129999999998,28.76369999999998,28.79250000000001,29.116700000000012,29.174999999999986,29.233399999999985,30.175100000000015,30.085100000000008,29.81870000000001
2753,2021-08-24T00:00:00.000,TTF,45.200000000000024,45.52759999999997,45.73319999999998,45.8032,45.430599999999984,45.09069999999998,41.18509999999999,30.70979999999998,27.525099999999984,27.100500000000007,27.209399999999984,27.41499999999999,27.62750000000002,27.805299999999992,28.371599999999983,28.769900000000003,28.905999999999977,28.90599999999998,27.828999999999983,22.463700000000006,20.669099999999997,20.219399999999997,20.118699999999993,20.405600000000007,20.9532,21.32299999999999,21.890499999999985,22.2636,22.609900000000007,22.63229999999999,22.192999999999994,18.8594,17.3528,16.975199999999987,16.964099999999988,17.205899999999993
556,2023-03-13T00:00:00.000,JKM,45.18428788810981,45.92121993211322,46.25618904302385,46.638358346835545,47.6396114710848,48.78429227827852,48.17525753116827,52.820670064751745,55.586905886126516,56.89145831443668,56.677382600827436,46.83903529600837,47.59423838242509,46.27476460281072,47.49983799662299,46.65175711127197,47.12284548816175,47.59423838242509,51.12663991566457,51.93513354245343,53.448280371648856,50.47314563201527,48.822356949972914,42.21828866968287,40.91434527611981,38.42582929942731,36.45499285777853,38.21236262056517,38.59849065023307,38.98431416252741,38.19713675188741,39.87929072340594,41.0413290208923,42.664102104567576,42.664102104567576,35.41932927031753
1453,2021-08-25T00:00:00.000,THE,45.17999999999999,45.55569999999997,45.8309,45.970199999999984,45.70790000000003,44.99109999999998,41.22000000000002,30.588200000000022,27.44370000000001,27.0231,27.16110000000001,27.365000000000006,27.57569999999999,27.773699999999987,28.30960000000001,28.592099999999984,28.85109999999998,28.793599999999998,27.66809999999999,22.540399999999988,20.756899999999984,20.30989999999998,20.166800000000002,20.451199999999982,20.9944,21.38289999999999,21.9271,22.2106,22.6594,22.666600000000006,22.144900000000003,18.869800000000005,17.395899999999994,17.021599999999992,17.0068,17.246500000000008
751,2023-12-19T00:00:00.000,JKM,45.1606583929853,34.07221358011712,32.78629512026475,32.2167673851233,32.25348313251566,32.59751257658588,33.84555888755322,34.032895929366234,34.5139589503182,37.989523636546885,40.37113251070692,41.42779437463687,44.079422997336046,41.52261929703606,37.89412051340136,34.320839901041815,34.099678115568096,34.6723859548144,33.9094500700234,34.14015216781166,34.395716897692395,34.43676915068228,35.337316813101374,36.240466378878985,38.49342558697915,38.198254105974364,36.89701332634408,32.11731685675342,30.369416000578187,29.14796692394234,29.26794357880716,30.0788701255441,30.62353522859308,30.32691824572246,30.670658589419503,31.00890602602636
3318,2023-11-06T00:00:00.000,TTF,45.15000000000001,46.91159999999998,47.47679999999999,46.93589999999997,45.75770000000002,45.48450000000002,45.34940000000004,45.60979999999997,45.67849999999999,46.03009999999997,46.79680000000001,49.243,50.7455,50.99949999999997,50.49970000000001,48.476599999999976,43.066000000000024,40.8125,40.189399999999985,40.2165,40.5,40.792999999999985,41.091300000000025,42.275000000000006,43.458699999999986,43.485599999999984,42.84929999999999,40.981199999999966,35.7935,34.44209999999999,33.72140000000001,33.566400000000016,33.28340000000002,33.7301,34.34900000000001,35.40049999999999
745,2023-12-11T00:00:00.000,JKM,45.11391007440386,37.342174975646884,35.79985668896643,34.91442458145232,35.17700302287881,35.59038070329212,36.41097500571655,36.52598142922401,36.953148145108884,40.132254280636644,42.27776952326442,43.40113583859626,46.13195162943167,42.91558575975735,38.47346265178154,35.29670358612127,35.05084801750072,35.62940073983929,34.794137250742985,35.03529867962854,35.30286464452345,35.15705292900506,36.55062566283276,37.94830576892857,39.51526828921777,39.213083043777246,37.866158323566104,33.233922556322845,31.408488966875286,30.13344326135631,30.047481827459144,31.04205268381196,31.757908993399237,32.315924854397196,33.15822955309599,33.52231876629182
3618,2025-01-09T00:00:00.000,TTF,45.01999999999999,45.09999999999999,45.18200000000001,45.1911,45.302999999999976,45.21370000000001,45.16620000000003,45.297399999999996,44.32960000000002,43.33739999999998,43.15419999999997,43.0109,42.4723,41.2593,38.215900000000005,37.33429999999999,36.99329999999999,36.7875,36.71389999999999,36.863500000000016,36.595800000000025,36.35889999999998,36.39239999999998,36.3165,35.85500000000001,34.362899999999996,31.15750000000002,30.008000000000013,29.59259999999998,29.57960000000002,29.520499999999977,29.549999999999986,29.615699999999975,29.674999999999986,29.734400000000022,30.42640000000003
3155,2023-03-16T00:00:00.000,TTF,44.994999999999976,45.445,45.75230000000002,45.99199999999998,46.36380000000001,47.10439999999996,49.12580000000002,52.63110000000004,54.055800000000026,54.52960000000002,54.475500000000004,53.231,50.34940000000004,49.725300000000004,49.70700000000003,49.59719999999999,50.40079999999996,50.69209999999999,50.40969999999999,53.47119999999997,54.49630000000001,52.74880000000002,51.67849999999999,48.536800000000014,40.519500000000015,39.80449999999998,38.84839999999999,38.69430000000001,38.674999999999976,38.65499999999998,41.657699999999984,41.61609999999998,41.452500000000015,42.130000000000024,41.315900000000035,38.78629999999999
3327,2023-11-17T00:00:00.000,TTF,44.950000000000024,46.31559999999998,46.827399999999976,46.451499999999974,45.59169999999997,45.319400000000016,45.2536,45.35320000000001,45.46700000000002,45.72409999999999,46.49790000000001,49.001400000000025,50.35079999999999,50.55700000000001,50.2092,48.346700000000034,43.508700000000005,41.2319,40.602499999999985,40.58889999999999,40.875,41.17069999999999,41.937200000000004,42.662499999999994,43.38779999999998,43.857199999999985,43.215400000000024,41.331300000000034,35.9742,34.61609999999999,33.89170000000001,33.742799999999995,33.4583,33.907400000000024,34.7165,35.779300000000006
1452,2021-08-24T00:00:00.000,THE,44.93499999999997,45.332200000000036,45.58320000000001,45.69879999999997,45.49139999999997,45.1057,41.035599999999995,30.879800000000014,27.705100000000012,27.280499999999986,27.389400000000016,27.595000000000017,27.8075,27.936100000000007,28.4751,28.759300000000025,29.03890000000001,28.980999999999998,27.848200000000013,22.67370000000001,20.879099999999998,20.42939999999999,20.328700000000016,20.615599999999983,21.1632,21.475900000000014,22.0225,22.307199999999998,22.765300000000014,22.772299999999984,22.248399999999986,19.0394,17.552799999999998,17.175200000000007,17.164100000000005,17.40589999999999
3598,2024-12-09T00:00:00.000,TTF,44.90000000000001,44.975,44.74690000000002,43.9855,43.397600000000004,43.272000000000006,42.94980000000002,42.714400000000005,42.7337,42.1667,41.1226,40.753400000000035,40.751899999999985,39.90369999999999,37.73839999999998,35.10080000000002,34.24040000000001,33.902000000000015,33.73749999999998,33.73749999999998,33.73749999999998,33.86730000000001,34.037500000000016,34.20770000000001,33.862899999999996,33.429200000000016,32.801799999999986,28.66200000000001,27.87519999999998,27.770300000000013,27.32730000000001,27.28639999999999,27.285899999999994,27.5625,28.265599999999985,28.551400000000022
3146,2023-03-03T00:00:00.000,TTF,44.900000000000006,45.09999999999999,45.49749999999997,45.569700000000005,45.914899999999996,46.62460000000002,48.98890000000004,52.6513,54.232400000000034,54.64460000000002,54.53649999999999,53.00039999999996,49.99219999999998,49.22690000000004,48.91090000000001,48.90589999999998,49.69830000000001,49.985599999999984,49.75549999999999,52.62100000000002,53.940299999999986,52.163999999999994,50.752799999999986,48.31729999999999,40.8466,40.96929999999998,40.8439,40.1326,40.112499999999976,40.0918,43.361100000000015,43.31780000000001,43.147500000000015,42.85410000000001,42.025999999999996,39.45299999999998
1029,2025-01-27T00:00:00.000,JKM,44.89165258777494,42.216754427729605,42.63695942704201,42.84989108863547,43.6110845530171,44.06762194773425,43.51965795146579,43.80704124298702,43.173904582081164,41.143161924171,41.365325587875496,40.65535484488417,40.05795496634365,38.92092967408657,36.53013893384565,35.73350649361838,35.449399073813964,35.23795644481906,35.36780008741311,35.71414906983715,35.43838023258465,35.067908922064014,34.954742444573775,35.24004109045704,34.85140358223402,33.49191681975273,30.312236608797026,29.271402822406642,28.92207577478549,28.920884548706645,28.910461320516756,28.978361207010895,29.428942471333826,29.53109010759474,29.629068452579702,31.194041713661676
2746,2021-08-13T00:00:00.000,TTF,44.875,44.945,45.057499999999976,45.0365,44.5888,44.12670000000002,40.35729999999998,30.87969999999999,28.13419999999999,27.711699999999986,27.71079999999998,27.905700000000017,27.936299999999985,28.316000000000006,28.892699999999994,29.29819999999998,29.432699999999983,29.432699999999986,28.33609999999999,21.81200000000001,20.06949999999999,19.6329,19.473100000000002,19.75070000000001,20.2808,20.50189999999999,21.19799999999999,21.581000000000007,21.878000000000004,21.89970000000001,21.474600000000006,18.72109999999999,17.225500000000007,16.850700000000007,16.836400000000012,17.076399999999996
